,PS_C,PS_F,Vainqueur,Proba_Favori,Proba_Challenger
6743,3.65,1.351,favori,0.72894764,0.27105236
6744,3.2,1.4169999999999998,favori,0.7274176,0.2725824
6745,1.645,2.45,challenger,0.33917767,0.66082233
6746,3.37,1.389,favori,0.8210951,0.17890489
6747,3.27,1.405,favori,0.6854363,0.3145637
6748,4.11,1.293,favori,0.7453261,0.2546739
6749,3.87,1.315,favori,0.72105026,0.27894974
6750,1.524,2.78,favori,0.37595004,0.62404996
6751,1.763,2.21,favori,0.46355757,0.5364424
6752,2.25,1.741,challenger,0.43221304,0.56778693
6753,4.77,1.24,favori,0.6881287,0.3118713
6754,7.24,1.146,challenger,0.8938843,0.1061157
6755,2.43,1.654,challenger,0.5524147,0.44758528
6756,2.46,1.641,favori,0.4965297,0.5034703
6757,2.7,1.556,favori,0.54400295,0.45599705
6758,1.893,2.02,challenger,0.63956726,0.36043274
6759,1.654,2.43,challenger,0.42776173,0.57223827
6760,2.06,1.862,challenger,0.5283212,0.4716788
6761,3.34,1.394,favori,0.6140799,0.3859201
6762,1.541,2.75,challenger,0.45481905,0.5451809
6763,1.617,2.52,challenger,0.475078,0.524922
6764,2.41,1.662,favori,0.4714694,0.5285306
6765,2.18,1.781,favori,0.59928733,0.40071267
6766,1.787,2.17,favori,0.52875316,0.47124684
6767,2.35,1.69,favori,0.5747844,0.4252156
6768,1.463,2.96,challenger,0.3906361,0.6093639
6769,2.86,1.485,favori,0.5990327,0.4009673
6770,1.25,4.6,favori,0.44996423,0.5500358
6771,1.485,2.86,challenger,0.60512805,0.39487195
6772,1.308,3.95,challenger,0.52536124,0.47463876
6773,2.86,1.485,challenger,0.6621277,0.33787233
6774,2.29,1.719,challenger,0.55762374,0.44237626
6775,7.8,1.133,favori,0.8387222,0.16127777
6776,2.81,1.51,favori,0.72325635,0.27674365
6777,2.59,1.592,favori,0.6890925,0.31090748
6778,4.0,1.3030000000000002,favori,0.79754174,0.20245826
6779,3.66,1.35,favori,0.68753016,0.31246984
6780,3.24,1.41,favori,0.6809878,0.31901222
6781,2.03,1.885,favori,0.67737937,0.32262063
6782,2.14,1.806,favori,0.64063436,0.35936564
6783,3.16,1.4240000000000002,favori,0.5941935,0.40580648
6784,1.654,2.43,favori,0.5862298,0.4137702
6785,2.29,1.719,favori,0.4940782,0.50592184
6786,1.725,2.28,favori,0.3726886,0.6273114
6787,2.89,1.4780000000000002,favori,0.62998426,0.37001574
6788,4.31,1.277,favori,0.7030058,0.2969942
6789,9.0,1.1,challenger,0.7407109,0.2592891
6790,1.769,2.2,challenger,0.5270593,0.47294068
6791,2.03,1.885,favori,0.47716483,0.52283514
6792,2.52,1.617,challenger,0.5203611,0.47963887
6793,2.91,1.474,challenger,0.64847386,0.35152614
6794,2.26,1.735,challenger,0.52093416,0.47906584
6795,3.21,1.415,favori,0.6931877,0.3068123
6796,1.69,2.35,challenger,0.465603,0.534397
6797,4.15,1.29,favori,0.67201704,0.32798296
6798,3.59,1.358,favori,0.6537492,0.34625077
6799,2.72,1.5490000000000002,favori,0.6069654,0.39303458
6800,3.16,1.4240000000000002,favori,0.4706668,0.52933323
6801,2.82,1.508,favori,0.5108681,0.48913193
6802,3.0,1.455,favori,0.5738576,0.4261424
6803,3.46,1.376,favori,0.6921514,0.30784857
6804,2.2,1.769,challenger,0.4535225,0.5464775
6805,1.649,2.44,challenger,0.6440562,0.3559438
6806,4.74,1.242,challenger,0.7916174,0.2083826
6807,1.5490000000000002,2.72,challenger,0.52496403,0.47503597
6808,9.8,1.093,favori,0.8133688,0.1866312
6809,1.909,2.0,favori,0.63578504,0.36421496
6810,3.24,1.41,favori,0.50385916,0.49614084
6811,1.36,3.58,challenger,0.4569028,0.5430972
6812,12.5,1.069,favori,0.861559,0.13844103
6813,12.0,1.071,favori,0.8096073,0.19039267
6814,4.68,1.245,challenger,0.74236083,0.25763917
6815,1.862,2.06,challenger,0.62577736,0.37422264
6816,2.86,1.485,favori,0.672734,0.32726598
6817,1.901,2.01,challenger,0.49658808,0.5034119
6818,4.2,1.286,favori,0.69144017,0.30855983
6819,3.73,1.33,favori,0.8085056,0.1914944
6820,2.13,1.813,challenger,0.47464624,0.5253538
6821,2.91,1.474,favori,0.49607843,0.50392157
6822,1.444,3.05,favori,0.49097684,0.5090232
6823,3.57,1.361,favori,0.7326749,0.2673251
6824,1.38,3.43,challenger,0.5394749,0.4605251
6825,73.5,1.01,favori,0.97883385,0.021166146
6826,3.02,1.45,challenger,0.5541726,0.44582742
6827,9.28,1.097,favori,0.7684146,0.23158538
6828,6.9,1.154,challenger,0.7405779,0.25942212
6829,2.38,1.676,favori,0.5789685,0.42103148
6830,12.3,1.07,favori,0.82181054,0.17818946
6831,2.48,1.633,challenger,0.5034821,0.4965179
6832,5.95,1.183,favori,0.6336557,0.36634427
6833,2.25,1.741,favori,0.540536,0.459464
6834,2.02,1.893,favori,0.60544443,0.39455557
6835,12.0,1.071,favori,0.77351964,0.22648036
6836,4.9,1.233,favori,0.6768173,0.3231827
6837,3.91,1.3119999999999998,challenger,0.71204907,0.28795093
6838,2.85,1.4880000000000002,favori,0.68289393,0.31710607
6839,11.0,1.083,favori,0.8604766,0.13952339
6840,16.0,1.05,favori,0.8139484,0.1860516
6841,7.6,1.137,favori,0.8674283,0.1325717
6842,1.25,4.6,challenger,0.3584242,0.6415758
6843,7.8,1.133,favori,0.7770302,0.22296977
6844,1.847,2.08,favori,0.51479775,0.48520225
6845,3.48,1.3730000000000002,favori,0.67316216,0.32683784
6846,2.64,1.575,favori,0.5639129,0.43608707
6847,12.25,1.07,favori,0.8918568,0.10814321
6848,2.03,1.885,favori,0.6163566,0.3836434
6849,1.806,2.14,challenger,0.43989944,0.56010056
6850,2.9,1.476,challenger,0.65122837,0.34877163
6851,12.0,1.071,favori,0.9374081,0.06259191
6852,4.45,1.267,challenger,0.7379164,0.2620836
6853,7.51,1.139,favori,0.7538046,0.24619538
6854,5.06,1.224,favori,0.769786,0.230214
6855,7.18,1.147,favori,0.7780973,0.22190273
6856,2.27,1.73,challenger,0.65495896,0.34504104
6857,2.78,1.524,challenger,0.7174014,0.2825986
6858,2.75,1.541,favori,0.6710697,0.32893032
6859,4.26,1.281,challenger,0.7175665,0.2824335
6860,4.54,1.26,favori,0.79869294,0.20130706
6861,1.658,2.42,challenger,0.5528337,0.44716632
6862,5.41,1.208,favori,0.7581663,0.24183369
6863,1.389,3.37,challenger,0.5167685,0.48323148
6864,2.47,1.6369999999999998,challenger,0.48093367,0.51906633
6865,10.0,1.091,favori,0.8400581,0.15994191
6866,2.74,1.543,favori,0.689454,0.31054598
6867,28.5,1.025,favori,0.93891364,0.061086357
6868,3.64,1.352,favori,0.5821473,0.4178527
6869,1.51,2.81,challenger,0.4670869,0.5329131
6870,7.31,1.143,favori,0.79283166,0.20716834
6871,3.04,1.446,favori,0.64901423,0.35098577
6872,36.0,1.018,favori,0.89135444,0.10864556
6873,4.78,1.239,favori,0.7281834,0.2718166
6874,1.37,3.5,challenger,0.5599281,0.44007188
6875,5.45,1.206,challenger,0.76806873,0.23193127
6876,9.75,1.093,favori,0.8227128,0.17728722
6877,1.595,2.58,challenger,0.6226677,0.37733233
6878,1.68,2.37,favori,0.7230874,0.27691263
6879,15.5,1.054,favori,0.8196044,0.1803956
6880,12.0,1.071,favori,0.8225044,0.1774956
6881,2.86,1.485,challenger,0.43467578,0.5653242
6882,1.7519999999999998,2.23,favori,0.6330513,0.36694872
6883,13.0,1.067,favori,0.8573423,0.1426577
6884,6.81,1.156,favori,0.7624924,0.23750758
6885,2.31,1.709,favori,0.70008516,0.29991484
6886,4.16,1.289,favori,0.62891805,0.37108195
6887,42.5,1.016,favori,0.9282367,0.07176328
6888,4.22,1.284,favori,0.675,0.325
6889,12.25,1.07,favori,0.8160445,0.18395549
6890,15.5,1.054,favori,0.9301723,0.069827676
6891,2.24,1.746,favori,0.56945753,0.43054247
6892,2.0,1.909,challenger,0.57179075,0.42820925
6893,14.2,1.062,favori,0.84196514,0.15803486
6894,7.6,1.137,favori,0.6861793,0.31382072
6895,3.66,1.35,challenger,0.720348,0.279652
6896,3.64,1.352,challenger,0.812977,0.18702298
6897,2.72,1.5490000000000002,challenger,0.706525,0.29347497
6898,2.86,1.485,favori,0.650799,0.34920102
6899,1.943,1.962,challenger,0.73735327,0.26264673
6900,8.5,1.12,favori,0.82267153,0.17732847
6901,2.24,1.746,favori,0.5960061,0.4039939
6902,7.75,1.134,favori,0.8562232,0.14377677
6903,3.25,1.408,challenger,0.70231473,0.29768527
6904,16.0,1.05,favori,0.91925335,0.08074665
6905,3.46,1.376,favori,0.63104457,0.36895543
6906,2.53,1.6130000000000002,favori,0.6943133,0.3056867
6907,71.0,1.01,favori,0.9618323,0.038167715
6908,2.34,1.694,challenger,0.6816305,0.3183695
6909,1.524,2.78,challenger,0.56341714,0.43658286
6910,2.3,1.714,favori,0.5583444,0.44165558
6911,2.69,1.5590000000000002,favori,0.55300146,0.44699854
6912,5.46,1.206,challenger,0.8766186,0.123381376
6913,1.893,2.02,favori,0.4993945,0.50060546
6914,1.524,2.78,favori,0.6400456,0.35995442
6915,46.0,1.015,favori,0.9623167,0.037683308
6916,2.63,1.578,favori,0.59345764,0.40654236
6917,2.7,1.556,favori,0.56572825,0.43427175
6918,7.94,1.131,favori,0.8802965,0.11970347
6919,13.0,1.067,favori,0.86408186,0.13591814
6920,3.7,1.3330000000000002,favori,0.6966557,0.3033443
6921,6.61,1.161,favori,0.8583514,0.14164859
6922,2.12,1.82,favori,0.5472183,0.45278168
6923,2.99,1.457,favori,0.6633432,0.3366568
6924,3.7,1.3330000000000002,favori,0.69950867,0.30049133
6925,1.633,2.48,favori,0.4949164,0.50508356
6926,5.2,1.217,favori,0.70116556,0.29883444
6927,3.85,1.317,favori,0.6973838,0.30261618
6928,1.8,2.15,favori,0.5324339,0.46756607
6929,2.4,1.6669999999999998,favori,0.541335,0.458665
6930,1.719,2.29,favori,0.42278728,0.5772127
6931,2.67,1.565,favori,0.65961975,0.34038025
6932,1.581,2.62,favori,0.6050243,0.39497572
6933,4.65,1.247,favori,0.6574369,0.3425631
6934,1.699,2.33,challenger,0.530629,0.46937102
6935,3.07,1.4409999999999998,favori,0.64847857,0.35152143
6936,3.65,1.351,favori,0.7488853,0.25111473
6937,3.19,1.418,favori,0.55496967,0.44503033
6938,2.05,1.87,favori,0.7778766,0.22212338
6939,1.847,2.08,challenger,0.6907913,0.3092087
6940,6.05,1.18,favori,0.69998133,0.30001867
6941,3.7,1.3330000000000002,favori,0.62130195,0.37869805
6942,5.1,1.222,favori,0.71494263,0.28505737
6943,2.12,1.82,challenger,0.4889267,0.5110733
6944,3.31,1.398,favori,0.58000743,0.41999257
6945,4.45,1.267,favori,0.75711614,0.24288386
6946,3.7,1.3330000000000002,favori,0.8184941,0.18150592
6947,9.0,1.1,favori,0.8899162,0.11008382
6948,4.9,1.233,favori,0.7635274,0.2364726
6949,5.6,1.196,favori,0.7179931,0.28200692
6950,3.08,1.439,favori,0.708089,0.291911
6951,8.75,1.111,favori,0.83147144,0.16852856
6952,11.0,1.083,favori,0.9272399,0.072760105
6953,2.47,1.6369999999999998,favori,0.70197284,0.29802716
6954,2.03,1.885,challenger,0.7150997,0.2849003
6955,8.65,1.118,favori,0.7866621,0.2133379
6956,3.53,1.366,favori,0.55019057,0.44980943
6957,1.654,2.43,favori,0.4430253,0.5569747
6958,2.95,1.465,favori,0.5481368,0.45186323
6959,2.34,1.694,challenger,0.4677034,0.5322966
6960,3.56,1.362,challenger,0.65511274,0.34488726
6961,2.69,1.5590000000000002,favori,0.7801047,0.2198953
6962,4.89,1.233,favori,0.80944514,0.19055486
6963,5.75,1.19,challenger,0.7347239,0.26527607
6964,2.66,1.568,favori,0.7125654,0.28743458
6965,3.43,1.38,favori,0.7704823,0.2295177
6966,1.813,2.13,challenger,0.49386054,0.50613946
6967,2.41,1.662,challenger,0.4577196,0.54228044
6968,1.99,1.917,favori,0.3821238,0.6178762
6969,10.25,1.089,favori,0.85787,0.14213002
6970,3.36,1.391,favori,0.70990926,0.29009074
6971,2.51,1.621,challenger,0.5131201,0.4868799
6972,2.44,1.649,favori,0.5218137,0.4781863
6973,6.4,1.167,challenger,0.8007444,0.19925559
6974,3.78,1.325,favori,0.6040977,0.39590228
6975,2.68,1.5619999999999998,challenger,0.5535695,0.4464305
6976,2.16,1.794,favori,0.55785394,0.44214606
6977,3.8,1.3230000000000002,favori,0.59669435,0.40330565
6978,3.6,1.357,challenger,0.77603316,0.22396684
6979,2.86,1.485,favori,0.63938606,0.36061394
6980,2.16,1.794,challenger,0.5613627,0.43863732
6981,2.53,1.6130000000000002,challenger,0.629599,0.37040102
6982,2.54,1.61,favori,0.5891362,0.41086382
6983,4.5,1.263,favori,0.6791315,0.3208685
6984,14.5,1.057,favori,0.8357723,0.16422772
6985,4.45,1.267,favori,0.6908478,0.3091522
6986,2.38,1.676,favori,0.5687245,0.4312755
6987,6.49,1.164,favori,0.8363846,0.1636154
6988,2.2,1.769,favori,0.49834353,0.5016565
6989,4.5,1.263,favori,0.8222225,0.17777753
6990,8.35,1.123,favori,0.7455369,0.25446308
6991,2.55,1.606,challenger,0.5203176,0.4796824
6992,4.98,1.228,favori,0.705385,0.29461497
6993,1.962,1.943,challenger,0.48583055,0.51416945
6994,6.55,1.163,favori,0.7443465,0.2556535
6995,3.07,1.4409999999999998,challenger,0.73813057,0.26186943
6996,3.45,1.3769999999999998,challenger,0.6419921,0.3580079
6997,4.35,1.274,favori,0.5499463,0.4500537
6998,1.543,2.74,favori,0.49568838,0.5043116
6999,2.1,1.833,favori,0.5685363,0.43146372
7000,7.68,1.136,favori,0.9550297,0.044970274
7001,4.09,1.295,favori,0.7751128,0.22488719
7002,3.5,1.37,favori,0.6438167,0.3561833
7003,4.06,1.298,favori,0.69983375,0.30016625
7004,2.64,1.575,favori,0.6724474,0.32755262
7005,7.45,1.14,favori,0.74028474,0.25971526
7006,2.26,1.735,challenger,0.4469556,0.55304444
7007,16.75,1.048,favori,0.81078863,0.18921137
7008,1.319,3.83,challenger,0.3935778,0.6064222
7009,3.36,1.391,favori,0.70111245,0.29888755
7010,3.42,1.382,favori,0.51636106,0.48363894
7011,8.25,1.124,favori,0.75254834,0.24745166
7012,4.69,1.244,favori,0.7488955,0.25110447
7013,4.28,1.279,challenger,0.65244997,0.34755003
7014,11.9,1.072,favori,0.8233743,0.17662573
7015,1.725,2.28,challenger,0.44423693,0.55576307
7016,3.81,1.3219999999999998,favori,0.8008295,0.19917047
7017,5.2,1.217,favori,0.71858376,0.28141624
7018,11.5,1.077,favori,0.709586,0.29041398
7019,3.42,1.382,favori,0.72366184,0.27633816
7020,3.12,1.431,favori,0.69332886,0.30667114
7021,2.53,1.6130000000000002,challenger,0.5090266,0.4909734
7022,3.62,1.351,challenger,0.6588952,0.3411048
7023,8.25,1.108,favori,0.7980856,0.20191443
7024,8.36,1.116,challenger,0.78343225,0.21656775
7025,6.62,1.161,favori,0.7220734,0.27792662
7026,7.37,1.141,favori,0.8082303,0.19176972
7027,3.91,1.3119999999999998,favori,0.69968665,0.30031335
7028,8.17,1.127,favori,0.77446216,0.22553784
7029,6.95,1.153,favori,0.65097916,0.34902084
7030,1.901,2.01,favori,0.40759012,0.59240985
7031,2.97,1.461,favori,0.6927713,0.30722868
7032,2.11,1.826,favori,0.6269095,0.3730905
7033,6.65,1.16,favori,0.7241574,0.2758426
7034,3.2,1.4169999999999998,favori,0.6891024,0.3108976
7035,2.15,1.8,challenger,0.6144833,0.3855167
7036,2.27,1.73,challenger,0.5132135,0.48678648
7037,2.57,1.599,challenger,0.5844665,0.41553348
7038,2.56,1.602,favori,0.5829576,0.41704237
7039,2.56,1.602,challenger,0.45982724,0.54017276
7040,1.457,2.99,challenger,0.39937502,0.600625
7041,2.34,1.694,challenger,0.5282855,0.4717145
7042,3.03,1.4480000000000002,favori,0.61557966,0.38442034
7043,2.45,1.645,favori,0.48744333,0.5125567
7044,3.54,1.365,challenger,0.67334366,0.32665634
7045,2.26,1.735,challenger,0.6889768,0.31102318
7046,1.719,2.29,challenger,0.49781153,0.50218844
7047,1.469,2.93,challenger,0.5456,0.4544
7048,3.27,1.405,favori,0.6305041,0.36949593
7049,2.34,1.694,favori,0.48930028,0.51069975
7050,1.7519999999999998,2.23,favori,0.5393608,0.46063918
7051,1.69,2.35,challenger,0.66710865,0.33289135
7052,2.64,1.575,favori,0.5767217,0.42327827
7053,1.625,2.5,favori,0.4291306,0.5708694
7054,3.7,1.3330000000000002,favori,0.7419846,0.2580154
7055,2.33,1.699,challenger,0.6931751,0.30682492
7056,3.3,1.4,challenger,0.73145425,0.26854575
7057,6.0,1.182,favori,0.7406797,0.25932032
7058,2.9,1.476,favori,0.7331886,0.26681137
7059,3.6,1.357,favori,0.71783185,0.28216815
7060,1.99,1.917,challenger,0.50828564,0.49171436
7061,3.65,1.351,challenger,0.63499886,0.36500114
7062,1.6369999999999998,2.47,challenger,0.5790442,0.42095578
7063,2.63,1.578,favori,0.5376947,0.4623053
7064,6.19,1.176,favori,0.7818663,0.21813369
7065,3.0,1.455,challenger,0.68811285,0.31188715
7066,5.0,1.227,favori,0.4283737,0.5716263
7067,3.53,1.366,favori,0.61675465,0.38324535
7068,2.55,1.606,challenger,0.5925165,0.40748352
7069,5.57,1.197,favori,0.8608679,0.13913208
7070,2.86,1.485,favori,0.5047751,0.4952249
7071,1.714,2.3,challenger,0.5074261,0.49257392
7072,3.35,1.392,favori,0.52891433,0.47108567
7073,5.18,1.218,favori,0.8002578,0.1997422
7074,4.55,1.26,challenger,0.9024725,0.097527504
7075,3.09,1.4369999999999998,favori,0.7833644,0.21663558
7076,2.07,1.855,challenger,0.53288597,0.46711403
7077,76.0,1.01,favori,0.98113084,0.018869162
7078,3.04,1.446,favori,0.70269054,0.29730946
7079,3.56,1.362,favori,0.70636916,0.29363084
7080,1.735,2.26,challenger,0.7673484,0.23265159
7081,4.02,1.301,favori,0.7475188,0.25248122
7082,4.32,1.276,favori,0.6938284,0.3061716
7083,1.98,1.926,favori,0.4394732,0.5605268
7084,2.12,1.82,challenger,0.69006073,0.30993927
7085,36.0,1.018,favori,0.9643855,0.03561449
7086,2.78,1.524,favori,0.59370565,0.40629435
7087,2.67,1.565,challenger,0.49875313,0.50124687
7088,4.85,1.235,favori,0.7485977,0.25140232
7089,1.25,4.6,favori,0.4623056,0.5376944
7090,3.28,1.403,challenger,0.67044705,0.32955295
7091,57.0,1.013,favori,0.98832834,0.011671662
7092,5.65,1.194,favori,0.83378935,0.16621065
7093,2.81,1.51,favori,0.73465484,0.26534516
7094,2.89,1.4780000000000002,challenger,0.697682,0.30231798
7095,1.775,2.19,challenger,0.48069832,0.51930165
7096,1.833,2.1,favori,0.5323243,0.4676757
7097,1.735,2.26,favori,0.471667,0.528333
7098,10.7,1.085,favori,0.79332674,0.20667326
7099,2.6,1.588,challenger,0.6905499,0.3094501
7100,2.9,1.476,challenger,0.6829348,0.31706518
7101,2.85,1.4980000000000002,favori,0.5417856,0.4582144
7102,15.0,1.056,favori,0.9599928,0.040007174
7103,2.5,1.625,favori,0.6048054,0.3951946
7104,1.709,2.31,favori,0.5765272,0.42347282
7105,15.74,1.051,favori,0.9220157,0.07798427
7106,3.43,1.38,favori,0.5725385,0.4274615
7107,6.9,1.154,favori,0.7620858,0.2379142
7108,4.12,1.2919999999999998,favori,0.74622387,0.25377613
7109,3.44,1.379,favori,0.68054754,0.31945246
7110,5.5,1.2,favori,0.7430993,0.25690073
7111,2.95,1.465,favori,0.7739067,0.22609329
7112,2.88,1.481,favori,0.519905,0.48009503
7113,4.2,1.286,favori,0.7255705,0.2744295
7114,8.35,1.123,favori,0.6557002,0.3442998
7115,9.25,1.098,favori,0.777749,0.222251
7116,1.813,2.13,challenger,0.5789089,0.42109108
7117,1.308,3.95,challenger,0.65445954,0.34554046
7118,1.73,2.27,challenger,0.52794695,0.47205305
7119,11.0,1.08,favori,0.8246999,0.17530012
7120,1.909,2.0,favori,0.48222843,0.5177716
7121,15.0,1.056,favori,0.6492168,0.35078323
7122,2.49,1.629,favori,0.66757166,0.33242834
7123,1.541,2.75,favori,0.40794033,0.5920597
7124,3.76,1.327,favori,0.7114764,0.2885236
7125,2.97,1.461,favori,0.5235098,0.4764902
7126,4.45,1.267,favori,0.58321995,0.41678005
7127,5.0,1.227,challenger,0.6953657,0.30463427
7128,5.5,1.2,favori,0.6948284,0.3051716
7129,1.51,2.81,challenger,0.47540283,0.52459717
7130,1.126,8.15,challenger,0.5785296,0.4214704
7131,6.0,1.182,challenger,0.6705732,0.32942683
7132,21.0,1.04,favori,0.9287987,0.071201324
7133,7.3,1.143,favori,0.6717609,0.32823908
7134,4.41,1.27,favori,0.6358447,0.3641553
7135,2.6,1.588,challenger,0.712611,0.28738898
7136,7.98,1.13,favori,0.7572564,0.24274361
7137,8.75,1.111,favori,0.8236411,0.17635888
7138,1.935,1.971,challenger,0.500332,0.499668
7139,6.1,1.179,favori,0.7497874,0.2502126
7140,7.71,1.135,favori,0.7169024,0.28309762
7141,3.65,1.351,favori,0.7078995,0.2921005
7142,2.38,1.676,favori,0.62607884,0.37392116
7143,5.0,1.227,challenger,0.9370259,0.062974095
7144,2.81,1.51,favori,0.62942755,0.37057245
7145,3.4,1.385,favori,0.6424119,0.3575881
7146,8.35,1.123,challenger,0.69742644,0.30257356
7147,2.5,1.625,favori,0.6004827,0.3995173
7148,2.44,1.649,challenger,0.6521572,0.3478428
7149,1.694,2.34,challenger,0.5560649,0.4439351
7150,10.1,1.09,favori,0.8781377,0.12186229
7151,3.45,1.3769999999999998,favori,0.7466723,0.25332773
7152,3.8,1.3230000000000002,favori,0.76063836,0.23936164
7153,2.53,1.6130000000000002,favori,0.5556137,0.4443863
7154,4.55,1.26,favori,0.7255384,0.27446163
7155,1.671,2.39,favori,0.4227631,0.5772369
7156,2.25,1.741,favori,0.52375835,0.47624165
7157,1.588,2.6,challenger,0.56981117,0.43018883
7158,3.01,1.452,favori,0.62881255,0.37118745
7159,7.3,1.143,favori,0.6772251,0.3227749
7160,10.45,1.087,favori,0.78326344,0.21673656
7161,2.76,1.538,challenger,0.7233783,0.2766217
7162,12.25,1.07,favori,0.82246614,0.17753386
7163,2.94,1.467,challenger,0.5993076,0.4006924
7164,4.7,1.244,favori,0.7688137,0.23118627
7165,4.34,1.275,favori,0.7225085,0.2774915
7166,3.45,1.3769999999999998,favori,0.672163,0.327837
7167,3.27,1.405,challenger,0.71224844,0.28775156
7168,2.32,1.704,challenger,0.47643787,0.52356213
7169,4.03,1.3,favori,0.6639719,0.3360281
7170,7.15,1.148,favori,0.7184691,0.28153092
7171,2.39,1.671,favori,0.5063703,0.4936297
7172,4.75,1.241,favori,0.72191095,0.27808905
7173,2.25,1.741,favori,0.41787624,0.58212376
7174,2.8,1.518,favori,0.69022256,0.30977744
7175,1.51,2.81,challenger,0.69514996,0.30485004
7176,1.662,2.41,challenger,0.6320208,0.36797923
7177,2.43,1.654,challenger,0.62065345,0.37934655
7178,4.6,1.25,favori,0.67219746,0.32780254
7179,2.38,1.676,favori,0.7742571,0.22574288
7180,2.25,1.746,favori,0.7136998,0.28630018
7181,4.5,1.263,favori,0.64271134,0.35728866
7182,7.46,1.14,favori,0.6741509,0.32584912
7183,3.6,1.357,challenger,0.5955924,0.40440762
7184,5.5,1.2,favori,0.7238977,0.2761023
7185,2.05,1.87,favori,0.50838596,0.49161404
7186,2.6,1.588,favori,0.42334577,0.5766542
7187,3.44,1.379,favori,0.69134533,0.30865467
7188,1.524,2.78,favori,0.48426118,0.51573884
7189,2.1,1.833,challenger,0.43407768,0.5659223
7190,4.6,1.25,favori,0.59576154,0.40423846
7191,3.15,1.426,favori,0.6509131,0.34908688
7192,1.6669999999999998,2.4,favori,0.54875594,0.45124406
7193,8.41,1.12,favori,0.7726568,0.2273432
