,PS_C,PS_F,Vainqueur,Proba_Favori,Proba_Challenger
6221,1.763,2.21,challenger,0.5242463,0.47575372
6222,5.56,1.202,favori,0.6939758,0.3060242
6223,1.324,3.79,challenger,0.47371295,0.5262871
6224,3.79,1.324,favori,0.68977433,0.31022567
6225,9.0,1.1,favori,0.94750893,0.05249107
6226,3.07,1.4409999999999998,favori,0.5481034,0.4518966
6227,1.68,2.37,challenger,0.5991117,0.40088832
6228,3.94,1.3090000000000002,challenger,0.5499121,0.4500879
6229,2.58,1.595,challenger,0.46721017,0.5327898
6230,7.01,1.151,favori,0.84498656,0.15501344
6231,12.0,1.077,favori,0.7745663,0.2254337
6232,10.0,1.091,favori,0.75704706,0.24295294
6233,1.285,4.21,challenger,0.48905998,0.51094
6234,1.6369999999999998,2.47,favori,0.4934797,0.5065203
6235,8.5,1.105,favori,0.88115966,0.11884034
6236,7.0,1.152,favori,0.73663515,0.26336485
6237,4.2,1.286,challenger,0.7767503,0.22324967
6238,2.37,1.68,favori,0.7485279,0.25147212
6239,1.813,2.13,challenger,0.55399114,0.44600886
6240,12.7,1.068,favori,0.85956454,0.14043546
6241,5.44,1.207,challenger,0.5772403,0.4227597
6242,3.29,1.402,favori,0.55761045,0.44238955
6243,1.617,2.52,challenger,0.5305674,0.4694326
6244,5.76,1.19,challenger,0.79342425,0.20657575
6245,5.85,1.187,favori,0.57144785,0.42855215
6246,3.77,1.337,favori,0.69598305,0.30401695
6247,1.565,2.67,challenger,0.4461218,0.5538782
6248,3.99,1.304,favori,0.79012823,0.20987177
6249,32.42,1.023,favori,0.84443045,0.15556955
6250,10.75,1.085,favori,0.8029474,0.1970526
6251,4.07,1.297,favori,0.6400244,0.35997558
6252,11.0,1.083,favori,0.80085665,0.19914335
6253,1.962,1.943,favori,0.64737666,0.35262334
6254,12.83,1.07,favori,0.8278087,0.17219132
6255,2.61,1.585,challenger,0.72361827,0.27638173
6256,2.07,1.855,challenger,0.53528726,0.46471274
6257,12.0,1.071,favori,0.82247186,0.17752814
6258,1.952,1.952,favori,0.57041204,0.42958796
6259,4.06,1.298,favori,0.7493008,0.25069922
6260,20.0,1.042,favori,0.8642646,0.1357354
6261,6.8,1.156,favori,0.8203312,0.17966878
6262,1.719,2.29,favori,0.5143773,0.4856227
6263,2.75,1.541,challenger,0.79444754,0.20555246
6264,8.0,1.13,favori,0.78864324,0.21135676
6265,3.01,1.452,favori,0.6646127,0.3353873
6266,2.63,1.578,favori,0.7548906,0.24510938
6267,1.758,2.22,challenger,0.45721528,0.5427847
6268,3.85,1.317,challenger,0.5100753,0.48992473
6269,6.0,1.182,favori,0.51148164,0.48851836
6270,3.02,1.45,favori,0.7529408,0.24705923
6271,5.7,1.192,favori,0.7049489,0.2950511
6272,2.72,1.5490000000000002,favori,0.6816182,0.3183818
6273,3.75,1.328,favori,0.6869585,0.3130415
6274,1.524,2.78,challenger,0.58292586,0.41707414
6275,1.287,4.19,challenger,0.50768274,0.49231726
6276,7.0,1.152,favori,0.74509764,0.25490236
6277,1.87,2.05,favori,0.6932385,0.3067615
6278,9.25,1.098,favori,0.4782989,0.5217011
6279,4.15,1.29,favori,0.83010906,0.16989094
6280,1.6130000000000002,2.53,favori,0.514231,0.48576897
6281,14.0,1.063,favori,0.85882795,0.14117205
6282,11.5,1.077,favori,0.716995,0.283005
6283,8.0,1.13,favori,0.7807187,0.21928132
6284,4.7,1.244,favori,0.5036446,0.4963554
6285,3.95,1.308,favori,0.7097384,0.29026163
6286,2.4,1.6669999999999998,challenger,0.8393235,0.16067648
6287,4.96,1.229,favori,0.6976336,0.30236638
6288,2.9,1.476,favori,0.7282424,0.2717576
6289,1.746,2.24,challenger,0.60934365,0.39065635
6290,12.75,1.07,favori,0.9398658,0.060134172
6291,7.5,1.139,favori,0.8115562,0.18844378
6292,3.49,1.372,favori,0.66570956,0.33429044
6293,1.84,2.09,favori,0.4150644,0.5849356
6294,2.72,1.5490000000000002,favori,0.50835127,0.49164873
6295,61.0,1.011,favori,0.9485141,0.051485896
6296,3.35,1.392,challenger,0.74200755,0.25799245
6297,7.38,1.141,challenger,0.7507374,0.24926257
6298,2.3,1.714,challenger,0.47568303,0.52431697
6299,4.95,1.23,favori,0.48807585,0.51192415
6300,23.5,1.033,favori,0.8168011,0.18319893
6301,2.67,1.565,favori,0.5512327,0.4487673
6302,1.4069999999999998,3.26,favori,0.45054805,0.54945195
6303,10.0,1.091,favori,0.78774995,0.21225005
6304,3.41,1.383,favori,0.62628317,0.37371683
6305,3.58,1.36,challenger,0.7356542,0.26434582
6306,3.4,1.385,favori,0.7012273,0.2987727
6307,4.55,1.26,challenger,0.61940765,0.38059235
6308,2.97,1.461,favori,0.7960224,0.20397758
6309,2.44,1.649,challenger,0.76147723,0.23852277
6310,2.45,1.645,favori,0.5461268,0.45387322
6311,2.1,1.833,challenger,0.5688475,0.43115252
6312,6.7,1.159,favori,0.68980175,0.31019825
6313,1.61,2.54,favori,0.5342594,0.46574062
6314,3.26,1.4069999999999998,favori,0.70778185,0.29221815
6315,1.546,2.73,favori,0.56286216,0.43713784
6316,17.0,1.048,favori,0.8604006,0.13959938
6317,9.25,1.098,favori,0.95441353,0.045586467
6318,3.09,1.4369999999999998,challenger,0.70105565,0.29894435
6319,13.75,1.063,favori,0.83503085,0.16496915
6320,2.52,1.617,challenger,0.6714555,0.3285445
6321,3.96,1.307,favori,0.875175,0.124825
6322,2.84,1.49,favori,0.8663306,0.13366938
6323,60.0,1.013,favori,0.92895174,0.07104826
6324,5.95,1.183,favori,0.63480914,0.36519086
6325,3.2,1.4169999999999998,challenger,0.5063925,0.49360752
6326,4.51,1.262,favori,0.6114201,0.3885799
6327,7.85,1.132,favori,0.88430667,0.11569333
6328,2.7,1.45,challenger,0.5312917,0.46870828
6329,1.704,2.32,favori,0.53655213,0.46344787
6330,2.06,1.862,challenger,0.52930886,0.47069114
6331,3.73,1.33,favori,0.61126804,0.38873196
6332,8.09,1.128,favori,0.7125272,0.28747278
6333,3.46,1.376,challenger,0.7120956,0.28790438
6334,7.43,1.14,favori,0.7713288,0.2286712
6335,5.01,1.227,challenger,0.66932344,0.33067656
6336,3.75,1.328,challenger,0.5422722,0.4577278
6337,4.36,1.273,favori,0.7715869,0.2284131
6338,2.05,1.87,challenger,0.5562499,0.44375008
6339,1.442,3.06,challenger,0.4909161,0.50908387
6340,1.885,2.03,challenger,0.49627608,0.5037239
6341,1.806,2.14,challenger,0.5762151,0.4237849
6342,13.0,1.067,favori,0.821643,0.178357
6343,1.595,2.58,challenger,0.538989,0.461011
6344,1.8,2.15,challenger,0.50645804,0.49354196
6345,4.31,1.277,favori,0.73299176,0.26700824
6346,12.53,1.069,favori,0.7815366,0.21846342
6347,2.45,1.645,favori,0.6099016,0.3900984
6348,1.662,2.41,challenger,0.46104383,0.53895617
6349,1.725,2.28,challenger,0.6415819,0.3584181
6350,4.22,1.284,favori,0.80415136,0.19584864
6351,2.68,1.5619999999999998,challenger,0.51634276,0.48365724
6352,6.15,1.177,favori,0.7190487,0.28095132
6353,1.263,4.5,challenger,0.4264632,0.5735368
6354,4.11,1.293,favori,0.64336896,0.35663104
6355,2.51,1.621,favori,0.59577465,0.40422535
6356,1.621,2.51,challenger,0.4705429,0.5294571
6357,11.25,1.082,favori,0.8619706,0.1380294
6358,1.847,2.08,favori,0.5374795,0.46252048
6359,1.73,2.27,challenger,0.49580854,0.50419146
6360,2.11,1.826,favori,0.43164062,0.5683594
6361,1.7519999999999998,2.23,favori,0.47948614,0.5205139
6362,2.2,1.769,challenger,0.5023715,0.4976285
6363,7.3,1.143,favori,0.8039492,0.19605082
6364,2.59,1.592,challenger,0.50124514,0.49875486
6365,3.9,1.3130000000000002,challenger,0.5241713,0.4758287
6366,2.07,1.855,challenger,0.605659,0.394341
6367,5.41,1.208,favori,0.71068054,0.28931946
6368,6.15,1.177,favori,0.7070078,0.29299217
6369,11.0,1.08,favori,0.7262584,0.2737416
6370,2.81,1.51,favori,0.6794086,0.3205914
6371,3.54,1.365,favori,0.6507583,0.34924167
6372,3.7,1.3330000000000002,favori,0.74388933,0.25611067
6373,2.26,1.735,challenger,0.5392919,0.46070808
6374,1.781,2.18,favori,0.54670715,0.45329285
6375,2.86,1.485,favori,0.60713065,0.39286935
6376,4.93,1.231,favori,0.82231593,0.17768407
6377,2.41,1.662,favori,0.5579729,0.4420271
6378,1.769,2.2,challenger,0.53110904,0.46889096
6379,10.0,1.091,favori,0.8986407,0.10135931
6380,3.45,1.3769999999999998,challenger,0.62488014,0.37511986
6381,1.826,2.11,challenger,0.48728985,0.51271015
6382,3.9,1.3130000000000002,challenger,0.7013223,0.29867768
6383,3.3,1.4,challenger,0.78112984,0.21887016
6384,4.37,1.272,challenger,0.7012191,0.29878092
6385,1.4069999999999998,3.26,challenger,0.44525877,0.55474126
6386,3.08,1.439,favori,0.6940235,0.3059765
6387,3.61,1.356,favori,0.6985016,0.3014984
6388,2.78,1.505,favori,0.52573925,0.47426075
6389,6.25,1.171,favori,0.5633665,0.43663353
6390,2.52,1.617,challenger,0.46507883,0.53492117
6391,1.4240000000000002,3.16,challenger,0.43774852,0.56225145
6392,2.76,1.51,favori,0.6421656,0.3578344
6393,1.99,1.917,challenger,0.5995575,0.40044248
6394,2.15,1.8,challenger,0.5607027,0.43929732
6395,3.34,1.394,favori,0.6705023,0.3294977
6396,3.1,1.435,favori,0.63493645,0.36506355
6397,3.16,1.4240000000000002,favori,0.7451308,0.25486922
6398,2.81,1.51,favori,0.52499723,0.47500277
6399,1.467,2.94,challenger,0.50476825,0.49523175
6400,4.11,1.293,favori,0.6720308,0.3279692
6401,7.3,1.143,favori,0.75615096,0.24384904
6402,2.85,1.5,challenger,0.57784796,0.42215204
6403,3.89,1.3130000000000002,favori,0.7298732,0.27012682
6404,2.29,1.719,challenger,0.66449976,0.33550024
6405,2.88,1.481,challenger,0.7107794,0.28922057
6406,2.42,1.658,challenger,0.4594352,0.5405648
6407,3.04,1.446,favori,0.79325736,0.20674264
6408,3.5,1.37,favori,0.6484236,0.3515764
6409,4.8,1.238,favori,0.83587945,0.16412055
6410,2.48,1.633,favori,0.7116541,0.28834587
6411,2.91,1.474,challenger,0.6061587,0.39384133
6412,7.8,1.133,challenger,0.689698,0.31030202
6413,1.775,2.19,challenger,0.53965515,0.46034485
6414,1.606,2.55,favori,0.42263788,0.5773621
6415,2.82,1.505,favori,0.5776328,0.42236722
6416,2.25,1.741,favori,0.6009484,0.3990516
6417,2.12,1.82,favori,0.501029,0.498971
6418,2.21,1.763,challenger,0.6698852,0.33011478
6419,5.75,1.19,favori,0.748869,0.251131
6420,1.6130000000000002,2.53,favori,0.4316392,0.5683608
6421,2.7,1.556,favori,0.6223584,0.37764162
6422,2.96,1.463,favori,0.50519043,0.49480957
6423,3.3,1.4,favori,0.49482897,0.50517106
6424,8.75,1.111,favori,0.88444257,0.11555743
6425,4.3,1.278,challenger,0.67774177,0.32225823
6426,5.53,1.199,favori,0.64807093,0.35192907
6427,2.24,1.746,favori,0.5867867,0.4132133
6428,2.04,1.877,favori,0.5475636,0.4524364
6429,3.45,1.3769999999999998,favori,0.5066801,0.49331993
6430,2.31,1.709,favori,0.56019133,0.43980867
6431,2.31,1.709,favori,0.5485624,0.4514376
6432,2.37,1.68,challenger,0.5045769,0.49542308
6433,3.1,1.435,favori,0.5592547,0.4407453
6434,2.12,1.82,challenger,0.5854335,0.41456652
6435,3.25,1.408,favori,0.68019885,0.31980115
6436,1.364,3.55,challenger,0.45954466,0.54045534
6437,5.41,1.208,challenger,0.6950257,0.30497432
6438,10.0,1.091,challenger,0.7415574,0.25844258
6439,2.26,1.735,challenger,0.52005875,0.47994125
6440,2.78,1.524,favori,0.56165475,0.43834525
6441,2.25,1.741,challenger,0.61395216,0.38604784
6442,2.6,1.588,challenger,0.5360336,0.46396643
6443,2.81,1.51,favori,0.6166147,0.3833853
6444,7.05,1.15,favori,0.77237666,0.22762334
6445,3.64,1.352,favori,0.77055156,0.22944844
6446,2.38,1.676,challenger,0.51808774,0.48191226
6447,12.0,1.071,favori,0.817526,0.18247402
6448,7.25,1.146,favori,0.8095671,0.1904329
6449,2.4,1.6669999999999998,favori,0.6207732,0.3792268
6450,1.671,2.39,favori,0.5064129,0.49358708
6451,2.61,1.585,favori,0.5722313,0.4277687
6452,3.19,1.418,challenger,0.6213349,0.3786651
6453,2.32,1.704,favori,0.53301054,0.46698946
6454,5.4,1.204,challenger,0.82415605,0.17584395
6455,5.5,1.2,favori,0.74443233,0.25556767
6456,10.25,1.089,favori,0.8984368,0.101563215
6457,7.7,1.135,favori,0.781147,0.218853
6458,3.78,1.325,favori,0.52849185,0.47150815
6459,2.46,1.641,favori,0.88368106,0.11631894
6460,1.709,2.31,favori,0.4500244,0.54997563
6461,2.34,1.694,favori,0.57953376,0.42046624
6462,6.46,1.165,favori,0.79485047,0.20514953
6463,1.709,2.31,challenger,0.52406806,0.47593194
6464,2.5,1.625,favori,0.4872308,0.5127692
6465,2.88,1.481,favori,0.52187955,0.47812045
6466,2.62,1.581,favori,0.6415988,0.35840118
6467,2.07,1.855,favori,0.6252992,0.37470078
6468,3.82,1.321,favori,0.6941618,0.30583823
6469,8.15,1.119,favori,0.8855283,0.114471674
6470,5.75,1.19,challenger,0.774131,0.225869
6471,2.86,1.485,favori,0.71872973,0.28127027
6472,4.0,1.3030000000000002,favori,0.7493182,0.25068182
6473,2.12,1.82,challenger,0.47807455,0.52192545
6474,3.25,1.408,favori,0.6771364,0.32286358
6475,11.0,1.083,favori,0.8647857,0.13521433
6476,3.19,1.418,favori,0.6609,0.3391
6477,3.81,1.3219999999999998,favori,0.70370346,0.29629654
6478,4.82,1.237,favori,0.7608333,0.23916668
6479,2.04,1.877,favori,0.46585342,0.53414655
6480,1.917,1.99,favori,0.47795242,0.5220476
6481,1.575,2.64,favori,0.46906528,0.5309347
6482,6.81,1.156,favori,0.7004888,0.2995112
6483,2.23,1.7519999999999998,challenger,0.52573866,0.47426134
6484,2.44,1.649,challenger,0.6944499,0.3055501
6485,2.6,1.588,favori,0.5168084,0.4831916
6486,4.34,1.275,favori,0.7896788,0.21032119
6487,3.73,1.33,favori,0.6609268,0.33907318
6488,4.87,1.234,favori,0.8211296,0.17887038
6489,2.26,1.735,challenger,0.4986414,0.5013586
6490,3.7,1.3330000000000002,favori,0.7157845,0.2842155
6491,2.45,1.645,favori,0.55781955,0.44218045
6492,3.71,1.332,favori,0.7351761,0.2648239
6493,1.571,2.65,favori,0.57151866,0.42848134
6494,2.15,1.8,favori,0.49844986,0.50155014
6495,2.5,1.625,favori,0.542483,0.45751703
6496,2.64,1.575,challenger,0.5771786,0.4228214
6497,3.4,1.385,favori,0.5436314,0.45636863
6498,6.22,1.175,favori,0.7290766,0.27092338
6499,1.746,2.24,challenger,0.6649745,0.3350255
6500,3.72,1.331,favori,0.7423178,0.2576822
6501,2.75,1.541,challenger,0.7165506,0.2834494
6502,6.3,1.172,challenger,0.7561486,0.24385142
6503,1.877,2.04,favori,0.5556371,0.44436288
6504,1.649,2.44,favori,0.48177516,0.51822484
6505,2.65,1.571,favori,0.6644691,0.33553088
6506,2.63,1.578,favori,0.6437736,0.35622638
6507,3.58,1.36,favori,0.5690743,0.43092573
6508,1.943,1.962,favori,0.68027127,0.31972873
6509,3.55,1.364,challenger,0.5548491,0.4451509
6510,3.05,1.444,challenger,0.5860405,0.4139595
6511,4.51,1.262,favori,0.7497674,0.25023258
6512,1.685,2.36,challenger,0.52564067,0.47435933
6513,3.53,1.366,challenger,0.6993216,0.30067837
6514,3.54,1.365,favori,0.6935351,0.3064649
6515,3.18,1.42,challenger,0.7332271,0.26677293
6516,1.578,2.63,challenger,0.50043666,0.49956334
6517,2.84,1.503,favori,0.60750854,0.39249146
6518,1.662,2.41,challenger,0.461155,0.538845
6519,5.39,1.204,favori,0.72701466,0.27298534
6520,3.56,1.362,favori,0.72985846,0.27014154
6521,3.04,1.446,favori,0.61823124,0.38176876
6522,2.84,1.49,favori,0.5365989,0.46340108
6523,3.56,1.362,favori,0.64322233,0.35677767
6524,1.943,1.962,favori,0.6132202,0.3867798
6525,4.95,1.23,favori,0.7362083,0.26379168
6526,6.64,1.16,challenger,0.8333383,0.16666168
6527,9.6,1.094,favori,0.7729153,0.2270847
6528,2.86,1.485,challenger,0.7344779,0.26552212
6529,5.9,1.185,favori,0.8249536,0.17504638
6530,1.485,2.86,challenger,0.4356728,0.56432724
6531,1.8,2.15,challenger,0.57438314,0.42561686
6532,1.685,2.36,challenger,0.52486676,0.47513324
6533,2.35,1.69,challenger,0.5256462,0.4743538
6534,1.962,1.943,challenger,0.57510406,0.42489594
6535,4.43,1.268,challenger,0.70141983,0.29858017
6536,2.61,1.585,favori,0.6360783,0.3639217
6537,5.4,1.204,challenger,0.75122297,0.24877703
6538,7.0,1.152,favori,0.765847,0.23415297
6539,1.5619999999999998,2.68,favori,0.4810871,0.5189129
6540,6.29,1.173,favori,0.71048206,0.28951794
6541,1.901,2.01,challenger,0.515212,0.484788
6542,2.47,1.6369999999999998,challenger,0.5089076,0.49109238
6543,3.36,1.391,favori,0.684772,0.315228
6544,1.485,2.86,challenger,0.50510097,0.49489903
6545,2.86,1.485,favori,0.72936404,0.27063596
6546,1.595,2.58,challenger,0.43204254,0.56795746
6547,5.06,1.224,favori,0.6898116,0.3101884
6548,3.35,1.392,favori,0.71925324,0.28074676
6549,4.44,1.267,favori,0.74300295,0.25699705
6550,6.15,1.177,favori,0.8490796,0.15092039
6551,18.0,1.045,favori,0.8498719,0.15012813
6552,3.69,1.334,favori,0.5808761,0.4191239
6553,2.69,1.5590000000000002,favori,0.6959238,0.3040762
6554,3.09,1.4369999999999998,challenger,0.63093287,0.36906713
6555,2.02,1.893,challenger,0.49843338,0.50156665
6556,7.3,1.143,favori,0.7919779,0.20802212
6557,2.95,1.465,favori,0.650027,0.34997302
6558,3.96,1.307,favori,0.7124421,0.2875579
6559,1.909,2.0,challenger,0.50177854,0.49822146
6560,1.45,3.02,favori,0.47036865,0.5296314
6561,1.826,2.11,favori,0.4451107,0.5548893
6562,3.03,1.4480000000000002,favori,0.58986145,0.41013855
6563,4.69,1.244,favori,0.654546,0.34545398
6564,27.0,1.024,favori,0.90570223,0.09429777
6565,2.22,1.758,favori,0.42871714,0.57128286
6566,2.28,1.725,favori,0.49008453,0.5099155
6567,2.3,1.714,challenger,0.5190388,0.4809612
6568,4.49,1.264,favori,0.7326284,0.2673716
6569,2.67,1.565,challenger,0.56076014,0.43923986
6570,7.25,1.146,favori,0.76966447,0.23033553
6571,2.04,1.877,challenger,0.4597199,0.5402801
6572,2.1,1.833,favori,0.5947496,0.40525037
6573,2.84,1.49,challenger,0.71201813,0.28798187
6574,1.565,2.67,challenger,0.39958835,0.60041165
6575,2.62,1.581,favori,0.60029477,0.39970523
6576,2.59,1.592,favori,0.7018914,0.29810858
6577,7.1,1.149,favori,0.77429533,0.22570467
6578,2.47,1.6369999999999998,favori,0.633216,0.36678398
6579,2.66,1.568,favori,0.5251939,0.47480607
6580,1.617,2.52,favori,0.5862794,0.4137206
6581,2.3,1.714,challenger,0.6822326,0.31776738
6582,1.6369999999999998,2.47,favori,0.46787614,0.53212386
6583,2.01,1.901,favori,0.5177701,0.4822299
6584,1.917,1.99,favori,0.50857705,0.49142295
6585,4.6,1.25,favori,0.71073693,0.28926307
6586,1.86,1.485,challenger,0.51916003,0.48083997
6587,2.33,1.699,challenger,0.50051373,0.49948627
6588,2.48,1.633,favori,0.51086444,0.48913556
6589,4.4,1.27,challenger,0.698515,0.301485
6590,2.28,1.725,favori,0.54365325,0.45634675
6591,3.9,1.3130000000000002,challenger,0.7709862,0.2290138
6592,4.21,1.285,favori,0.83578014,0.16421986
6593,4.11,1.293,favori,0.70828,0.29171997
6594,4.32,1.276,favori,0.6763661,0.3236339
6595,1.45,3.02,challenger,0.5043479,0.49565208
6596,1.556,2.7,favori,0.5205763,0.4794237
6597,2.6,1.588,favori,0.48267,0.51733
6598,8.45,1.121,favori,0.7874309,0.21256912
6599,11.26,1.078,favori,0.8903326,0.10966742
6600,2.81,1.51,favori,0.7007135,0.29928648
6601,10.0,1.091,favori,0.8717391,0.12826091
6602,1.383,3.41,challenger,0.37099776,0.6290022
6603,10.0,1.091,challenger,0.8268757,0.17312431
6604,3.01,1.452,challenger,0.7133918,0.28660822
6605,3.6,1.357,favori,0.8013536,0.19864643
6606,4.3,1.278,favori,0.67233115,0.32766885
6607,4.13,1.2919999999999998,challenger,0.7074921,0.2925079
6608,2.76,1.538,challenger,0.5627229,0.43727708
6609,3.3,1.4,favori,0.5455768,0.4544232
6610,1.714,2.3,challenger,0.5251828,0.47481722
6611,5.14,1.22,favori,0.72839636,0.27160364
6612,5.85,1.187,favori,0.81433576,0.18566424
6613,2.47,1.6369999999999998,favori,0.63637924,0.36362076
6614,2.81,1.51,favori,0.74558014,0.25441986
6615,1.645,2.45,challenger,0.44617525,0.5538248
6616,2.66,1.568,challenger,0.52767515,0.47232485
6617,5.3,1.213,favori,0.8242012,0.17579877
6618,4.2,1.286,favori,0.70909417,0.29090583
6619,3.96,1.307,favori,0.64913994,0.35086006
6620,5.18,1.218,favori,0.7774143,0.22258568
6621,2.74,1.543,favori,0.6652747,0.33472532
6622,3.72,1.331,challenger,0.6326494,0.36735058
6623,3.04,1.446,challenger,0.71585405,0.28414595
6624,2.81,1.51,favori,0.627807,0.37219298
6625,2.95,1.465,challenger,0.7170106,0.28298938
6626,2.61,1.585,favori,0.5434917,0.45650828
6627,1.735,2.26,favori,0.423262,0.576738
6628,4.03,1.3,favori,0.8609639,0.13903612
6629,8.2,1.125,favori,0.83990467,0.16009533
6630,3.18,1.42,favori,0.53660196,0.46339804
6631,7.56,1.138,favori,0.8045068,0.19549322
6632,1.98,1.926,challenger,0.50087965,0.49912035
6633,4.85,1.235,challenger,0.7430808,0.2569192
6634,2.46,1.641,favori,0.49400595,0.5059941
6635,2.54,1.61,favori,0.42762205,0.5723779
6636,1.3159999999999998,3.86,favori,0.42264402,0.577356
6637,3.62,1.355,favori,0.71320385,0.28679615
6638,1.241,4.75,challenger,0.31428778,0.6857122
6639,2.12,1.82,challenger,0.51140517,0.48859483
6640,2.76,1.538,challenger,0.50685006,0.49314994
6641,3.59,1.358,favori,0.69392383,0.30607617
6642,1.415,3.21,challenger,0.4175322,0.5824678
6643,1.538,2.76,challenger,0.47707933,0.52292067
6644,3.06,1.442,favori,0.5778508,0.42214918
6645,2.99,1.457,favori,0.74205744,0.25794256
6646,7.81,1.133,challenger,0.89886785,0.101132154
6647,1.5619999999999998,2.68,challenger,0.42511928,0.5748807
6648,1.641,2.46,favori,0.47159147,0.5284085
6649,2.1,1.833,favori,0.5531745,0.4468255
6650,2.74,1.543,favori,0.770218,0.22978199
6651,7.2,1.147,favori,0.7697009,0.23029912
6652,2.47,1.6369999999999998,favori,0.52320987,0.47679013
6653,4.56,1.259,favori,0.5908138,0.40918618
6654,3.82,1.321,favori,0.78454125,0.21545875
6655,1.541,2.75,favori,0.536149,0.46385098
6656,4.79,1.239,favori,0.68190503,0.31809497
6657,18.5,1.044,favori,0.9081345,0.09186548
6658,3.5,1.37,challenger,0.7147959,0.2852041
6659,2.94,1.467,favori,0.5156343,0.4843657
6660,2.2,1.769,challenger,0.49028063,0.5097194
6661,2.66,1.568,favori,0.6079766,0.39202338
6662,4.3,1.278,favori,0.69785327,0.30214673
6663,5.74,1.1909999999999998,challenger,0.74311894,0.25688106
6664,2.53,1.6130000000000002,favori,0.53838617,0.46161383
6665,1.685,2.36,challenger,0.6438749,0.35612512
6666,3.41,1.383,challenger,0.5702581,0.42974192
6667,2.9,1.476,favori,0.76394016,0.23605984
6668,3.2,1.4169999999999998,favori,0.6542389,0.34576112
6669,1.971,1.935,favori,0.4529036,0.5470964
6670,2.75,1.541,favori,0.434501,0.565499
6671,34.71,1.021,favori,0.9420959,0.057904124
6672,3.16,1.4240000000000002,challenger,0.6344489,0.3655511
6673,3.3,1.4,favori,0.73079705,0.26920295
6674,2.76,1.538,challenger,0.60366017,0.39633983
6675,2.04,1.877,challenger,0.51642704,0.48357296
6676,26.0,1.029,favori,0.9629006,0.03709942
6677,3.43,1.38,favori,0.6689518,0.3310482
6678,3.24,1.41,favori,0.66799,0.33200997
6679,3.75,1.328,favori,0.6858155,0.3141845
6680,3.01,1.452,challenger,0.5954803,0.40451968
6681,2.76,1.538,favori,0.618542,0.38145798
6682,20.0,1.042,favori,0.9378488,0.062151194
6683,5.06,1.224,favori,0.78210795,0.21789205
6684,2.54,1.61,favori,0.7113437,0.2886563
6685,1.394,3.34,challenger,0.43783987,0.56216013
6686,2.91,1.474,favori,0.48064467,0.5193553
6687,1.685,2.36,challenger,0.40942448,0.5905755
6688,6.5,1.164,challenger,0.8553144,0.14468563
6689,4.1,1.294,favori,0.74324846,0.25675154
6690,2.55,1.606,challenger,0.51717067,0.48282933
6691,1.439,3.08,challenger,0.48401865,0.5159813
6692,23.5,1.031,favori,0.92022043,0.079779565
6693,2.39,1.671,challenger,0.5210667,0.47893327
6694,1.461,2.97,challenger,0.44690886,0.55309117
6695,31.0,1.024,favori,0.94136894,0.058631063
6696,4.04,1.2990000000000002,favori,0.62497544,0.37502456
6697,14.5,1.0590000000000002,favori,0.9017466,0.09825343
6698,8.71,1.103,favori,0.9053097,0.09469032
6699,2.86,1.485,favori,0.51909494,0.48090506
6700,2.83,1.493,favori,0.5950112,0.40498883
6701,2.63,1.578,challenger,0.6305764,0.36942363
6702,2.47,1.6369999999999998,favori,0.5447212,0.4552788
6703,2.19,1.775,favori,0.5590396,0.4409604
6704,2.3,1.714,favori,0.6967334,0.30326658
6705,2.34,1.694,favori,0.51371217,0.48628783
6706,2.72,1.5490000000000002,challenger,0.6506698,0.3493302
6707,2.16,1.794,challenger,0.48937607,0.51062393
6708,2.63,1.578,favori,0.61248946,0.38751054
6709,6.75,1.157,favori,0.88039297,0.11960703
6710,2.22,1.758,challenger,0.5435156,0.45648438
6711,5.3,1.213,favori,0.8048765,0.1951235
6712,1.568,2.66,favori,0.42192683,0.57807314
6713,1.699,2.33,challenger,0.44190848,0.5580915
6714,12.0,1.071,favori,0.80002844,0.19997156
6715,17.5,1.047,favori,0.95591867,0.04408133
6716,2.41,1.662,challenger,0.7013268,0.2986732
6717,3.08,1.439,challenger,0.7171194,0.2828806
6718,3.7,1.3330000000000002,favori,0.721412,0.278588
6719,2.81,1.51,favori,0.6577815,0.34221852
6720,3.54,1.365,challenger,0.61826086,0.38173914
6721,3.5,1.37,favori,0.49170852,0.5082915
6722,3.33,1.395,favori,0.46171528,0.5382847
6723,2.02,1.893,favori,0.5055669,0.4944331
6724,1.625,2.5,challenger,0.51526535,0.48473465
6725,5.75,1.19,favori,0.69916993,0.30083007
6726,2.86,1.485,favori,0.6539378,0.34606218
6727,1.386,3.39,favori,0.46086276,0.53913724
6728,3.25,1.408,favori,0.6676649,0.3323351
6729,2.44,1.649,favori,0.68476325,0.31523675
6730,4.22,1.284,challenger,0.7128302,0.2871698
6731,2.67,1.565,favori,0.6528181,0.34718192
6732,3.1,1.435,favori,0.7050015,0.29499853
6733,25.0,1.029,challenger,0.9078562,0.092143774
6734,5.41,1.208,favori,0.73125327,0.26874673
6735,3.56,1.362,challenger,0.7069314,0.2930686
6736,5.63,1.195,challenger,0.72161454,0.27838546
6737,2.38,1.676,favori,0.6537445,0.34625548
6738,7.31,1.143,favori,0.7705388,0.2294612
6739,2.49,1.629,favori,0.522318,0.477682
6740,19.0,1.043,favori,0.9246452,0.075354815
6741,4.05,1.2990000000000002,favori,0.70804214,0.29195786
6742,28.17,1.027,favori,0.96459174,0.03540826
