,PS_C,PS_F,Vainqueur,Prediction,Proba_Challenger,Proba_Favori
15476,4.14,1.28,challenger,favori,0.18182026503812432,0.8181797349618757
15477,2.53,1.59,favori,favori,0.4446557310781648,0.5553442689218352
15478,31.0,1.02,favori,favori,0.09837825599941108,0.9016217440005889
15479,3.01,1.44,favori,favori,0.32989901941415334,0.6701009805858467
15480,15.0,1.04,favori,favori,0.09398859542127658,0.9060114045787234
15481,3.59,1.34,favori,favori,0.200226316680579,0.799773683319421
15482,2.97,1.45,favori,favori,0.19260171535675896,0.807398284643241
15483,10.75,1.08,favori,favori,0.1802583359486597,0.8197416640513403
15484,1.93,2.01,favori,favori,0.27332144970939,0.72667855029061
15485,5.57,1.19,challenger,favori,0.17801423844476394,0.8219857615552361
15486,3.06,1.44,favori,favori,0.31869855785956047,0.6813014421404395
