,PS_F,PS_C,Vainqueur,Prediction,Proba_Challenger,Proba_Favori
19666,1.227,5.0,favori,challenger,0.5124722273720375,0.4875277726279626
19667,1.368,3.52,favori,challenger,0.683966436839734,0.31603356316026604
19668,1.278,4.3,favori,favori,0.285976288013672,0.7140237119863286
19669,5.9,1.185,favori,favori,0.3435692119799705,0.6564307880200289
19670,1.01,71.0,favori,favori,0.088898949253361,0.9111010507466393
19671,3.8,1.3230000000000002,challenger,favori,0.05843371361180957,0.9415662863881903
19672,1.426,3.15,favori,challenger,0.6638392089420726,0.33616079105792723
19673,1.2819999999999998,4.24,challenger,favori,0.11786375617846209,0.8821362438215381
19674,1.3030000000000002,4.0,favori,favori,0.39931369276578293,0.6006863072342173
19676,1.123,8.3,favori,favori,0.15354207459207472,0.8464579254079253
19677,1.568,2.66,favori,favori,0.2834655287952502,0.71653447120475
19678,1.476,2.9,favori,favori,0.13046766917293232,0.8695323308270675
19680,2.35,1.69,challenger,challenger,0.6509045186584055,0.3490954813415946
19681,1.141,7.4,favori,favori,0.018084559884559887,0.9819154401154403
19682,1.056,15.0,favori,favori,0.17937336780866198,0.8206266321913382
19683,1.3530000000000002,3.63,challenger,favori,0.23442655596037953,0.7655734440396206
19684,1.741,2.25,challenger,challenger,0.6055801622955642,0.3944198377044356
19685,2.55,1.606,challenger,favori,0.34181305562342734,0.658186944376573
19686,1.131,7.95,favori,favori,0.37804565910239313,0.6219543408976074
19688,2.65,1.571,challenger,favori,0.21078314589607147,0.789216854103928
19689,1.274,4.35,favori,favori,0.13434283314724502,0.8656571668527552
19690,5.94,1.1840000000000002,challenger,challenger,0.6958485533327059,0.30415144666729516
19691,2.84,1.49,favori,favori,0.18103749529337781,0.8189625047066232
19692,1.065,13.5,favori,challenger,0.7190299240663018,0.28097007593369844
19693,2.11,1.826,challenger,challenger,0.6241013525876766,0.37589864741232343
19694,1.493,2.83,favori,favori,0.3777515527208519,0.6222484472791489
19695,1.901,2.01,challenger,challenger,0.6446038621938776,0.3553961378061225
19696,1.038,21.0,favori,favori,0.2145070703032779,0.7854929296967231
19697,1.3130000000000002,3.9,favori,challenger,0.5500476613875196,0.4499523386124806
19698,1.118,8.65,favori,favori,0.10735638348579529,0.8926436165142051
19699,1.735,2.26,favori,favori,0.2651916320607501,0.7348083679392503
19700,1.69,2.35,favori,favori,0.45774827612188307,0.5422517238781172
19701,1.164,6.5,favori,favori,0.21987477437625488,0.7801252256237448
19702,1.155,6.85,favori,challenger,0.5341423786511219,0.4658576213488778
19703,1.095,9.5,favori,challenger,0.6818439891807541,0.3181560108192462
19704,1.385,3.4,favori,favori,0.3566293623816844,0.6433706376183159
19705,1.143,7.3,favori,favori,0.01767007437007437,0.9823299256299256
19706,1.862,2.06,challenger,favori,0.014149877899877898,0.9858501221001222
19707,2.35,1.69,challenger,favori,0.23278742197854396,0.7672125780214566
19708,1.043,19.0,favori,favori,0.17018512030625044,0.8298148796937498
19709,1.588,2.6,favori,favori,0.2840158362191645,0.7159841637808361
19710,1.098,9.2,favori,challenger,0.6650731244245954,0.33492687557540496
19711,1.328,3.75,favori,favori,0.031041688866688857,0.9689583111333111
19712,1.4,3.3,favori,challenger,0.5368383523339408,0.46316164766605944
19713,1.704,2.32,favori,favori,0.4231698786919998,0.5768301213080004
19714,1.592,2.59,favori,favori,0.44316142301111333,0.5568385769888867
19715,1.274,4.35,challenger,favori,0.12145373185809727,0.8785462681419032
19716,1.05,16.0,favori,challenger,0.5858599847520906,0.4141400152479101
19717,1.025,28.5,favori,favori,0.2363364896111801,0.7636635103888197
19718,1.017,41.0,favori,favori,0.3718605957939548,0.6281394042060456
19719,1.017,41.0,favori,favori,0.05402641851612437,0.9459735814838758
19720,1.408,3.25,challenger,favori,0.48027585067151607,0.519724149328484
19721,1.2990000000000002,4.05,favori,favori,0.19103683758049073,0.8089631624195092
19722,1.057,14.5,favori,favori,0.05768269711025128,0.9423173028897487
19723,1.024,31.0,favori,favori,0.21974111639994012,0.7802588836000607
19724,1.189,5.8,challenger,challenger,0.6084865983177762,0.3915134016822232
19725,2.04,1.877,favori,favori,0.049598850332673854,0.9504011496673265
19726,1.273,4.36,favori,favori,0.013444361194361194,0.986555638805639
19727,1.067,13.0,favori,favori,0.16364996327202228,0.8363500367279781
19728,1.405,3.27,favori,favori,0.13754363497126668,0.8624563650287331
19729,1.246,4.66,favori,favori,0.05899740912682085,0.9410025908731791
19730,1.065,13.5,favori,challenger,0.6733847229567816,0.3266152770432182
